id,regionname,countryname,prodline,lendinginstr,lendinginstrtype,envassesmentcategorycode,supplementprojectflg,productlinetype,projectstatusdisplay,sector1
P002966,Africa,Republic of Uganda;Republic of Uganda,PE,Specific Investment Loan,IN,C,N,L,Closed,Other social services!$!40!$!JB
P004534,East Asia and Pacific,Republic of the Philippines;Republic of the Philippines,PE,Sector Investment and Maintenance Loan,IN,A,N,L,Closed,Oil and Gas!$!13!$!LC
P007119,Latin America and Caribbean,Republic of Ecuador;Republic of Ecuador,PE,Financial Intermediary Loan,IN,B,N,L,Closed,Micro- and SME finance!$!100!$!FE
P000107,Africa,Republic of Benin;Republic of Benin,PE,Specific Investment Loan,IN,C,N,L,Closed,Micro- and SME finance!$!100!$!FE
P006473,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Specific Investment Loan,IN,D,N,L,Closed,Agricultural Extension; Research; and Other Support Activities!$!33!$!AB
P007709,Latin America and Caribbean,United Mexican States;United Mexican States,PE,Debt and Debt Service Reduction Loan,AD,C,N,L,Closed,Central Government (Central Agencies)!$!100!$!BC
P003873,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Specific Investment Loan,IN,C,N,L,Closed,Primary Education!$!64!$!EP
P006856,Latin America and Caribbean,Republic of Colombia;Republic of Colombia,PE,Sector Investment and Maintenance Loan,IN,B,N,L,Closed,Roads and highways!$!98!$!TA
P007311,Latin America and Caribbean,Republic of Haiti;Republic of Haiti,PE,Specific Investment Loan,IN,C,N,L,Closed,Health!$!87!$!HG
P001157,Africa,Republic of Cote d'Ivoire;Republic of Cote d'Ivoire,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!1!$!BC
P005437,Middle East and North Africa,Kingdom of Morocco;Kingdom of Morocco,PE,Specific Investment Loan,IN,A,N,L,Closed,Forestry!$!86!$!AT
P004381,East Asia and Pacific,The Independent State of Papua New Guine;The Independent State of Papua New Guine,PE,Specific Investment Loan,IN,C,N,L,Closed,Telecommunications!$!84!$!CT
P004809,East Asia and Pacific,Kingdom of Tonga;Kingdom of Tonga,PE,Financial Intermediary Loan,IN,B,N,L,Closed,Other Industry; Trade and Services!$!48!$!YZ
P008095,Latin America and Caribbean,Republic of Trinidad and Tobago;Republic of Trinidad and Tobago,PE,Structural Adjustment Loan,AD,C,N,L,Closed,Other Industry; Trade and Services!$!48!$!YZ
P008098,Latin America and Caribbean,Republic of Trinidad and Tobago;Republic of Trinidad and Tobago,PE,Technical Assistance Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!100!$!BC
P003138,Africa,Democratic Republic of the Congo;Democratic Republic of the Congo,PE,Structural Adjustment Loan,AD,C,Y,L,Closed,(Historic)Economic management!$!100!$!ME
P000614,Middle East and North Africa,Republic of Djibouti;Republic of Djibouti,PE,Specific Investment Loan,IN,C,N,L,Closed,Vocational training!$!16!$!EV
P001166,Africa,Republic of Cote d'Ivoire;Republic of Cote d'Ivoire,PE,Sector Adjustment Loan,AD,C,N,L,Closed,Power!$!50!$!LD
P001649,Africa,Republic of Malawi;Republic of Malawi,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Primary Education!$!37!$!EP
P001784,Africa,Republic of Mozambique;Republic of Mozambique,PE,Financial Intermediary Loan,IN,B,N,L,Closed,Other Industry; Trade and Services!$!88!$!YZ
P001794,Africa,Republic of Mozambique;Republic of Mozambique,PE,Financial Intermediary Loan,IN,B,N,L,Closed,Banking Institutions!$!89!$!FA
P004195,East Asia and Pacific,Lao People's Democratic Republic;Lao People's Democratic Republic,PE,Specific Investment Loan,IN,C,N,L,Closed,Crops!$!41!$!AH
P004588,East Asia and Pacific,Republic of the Philippines;Republic of the Philippines,PE,Debt and Debt Service Reduction Loan,AD,C,N,L,Closed,Central Government (Central Agencies)!$!80!$!BC
P009061,Europe and Central Asia,Republic of Turkey;Republic of Turkey,PE,Specific Investment Loan,IN,B,N,L,Closed,Sewerage!$!94!$!WS
P002355,Africa,Republic of Senegal;Republic of Senegal,PE,Sector Adjustment Loan,AD,C,N,L,Closed,Banking Institutions!$!41!$!FA
P002974,Africa,Republic of Uganda;Republic of Uganda,PE,Structural Adjustment Loan,AD,U,Y,L,Closed,(Historic)Macro/non-trade!$!100!$!KN
P010344,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Specific Investment Loan,IN,B,N,L,Closed,Power!$!95!$!LD
P010345,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Specific Investment Loan,IN,B,N,L,Closed,Power!$!90!$!LD
P001003,Africa,Republic of Guinea-Bissau;Republic of Guinea-Bissau,PE,Sector Investment and Maintenance Loan,IN,B,N,L,Closed,Central Government (Central Agencies)!$!22!$!BC
P002358,Africa,Republic of Senegal;Republic of Senegal,PE,Specific Investment Loan,IN,B,N,L,Closed,Other social services!$!82!$!JB
P004326,East Asia and Pacific,Malaysia;Malaysia,PE,Specific Investment Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!27!$!BC
P004573,East Asia and Pacific,Republic of the Philippines;Republic of the Philippines,PE,Specific Investment Loan,IN,B,N,L,Closed,Other Water Supply; Sanitation and Waste Management!$!53!$!WZ
P005309,Middle East and North Africa,Hashemite Kingdom of Jordan;Hashemite Kingdom of Jordan,PE,Sector Adjustment Loan,AD,C,N,L,Closed,Other Industry; Trade and Services!$!58!$!YZ
P006634,Latin America and Caribbean,Republic of Chile;Republic of Chile,PE,Financial Intermediary Loan,IN,C,N,L,Closed,Capital Markets!$!31!$!FK
P009965,South Asia,Republic of India;Republic of India,PE,Specific Investment Loan,IN,B,N,L,Closed,Irrigation and Drainage!$!97!$!AI
P004316,East Asia and Pacific,Malaysia;Malaysia,PE,Specific Investment Loan,IN,C,N,L,Closed,Other Agriculture; Fishing and Forestry!$!100!$!AZ
P004788,East Asia and Pacific,Kingdom of Thailand;Kingdom of Thailand,PE,Sector Investment and Maintenance Loan,IN,B,N,L,Closed,Power!$!100!$!LD
P005896,Middle East and North Africa,Republic of Yemen;Republic of Yemen,PE,Emergency Recovery Loan,IN,C,N,L,Closed,Health!$!10!$!JA
P007598,Latin America and Caribbean,United Mexican States;United Mexican States,PE,Specific Investment Loan,IN,C,N,L,Closed,Agricultural markets; commercialization and agri-business!$!99!$!YA
P007669,Latin America and Caribbean,United Mexican States;United Mexican States,PE,Specific Investment Loan,IN,C,N,L,Closed,Banking Institutions!$!43!$!FA
P010343,South Asia,Democratic Socialist Republic of Sri Lan;Democratic Socialist Republic of Sri Lan,PE,Specific Investment Loan,IN,C,N,L,Closed,Primary Education!$!42!$!EP
P002626,Africa,Republic of the Sudan;Republic of the Sudan,PE,Specific Investment Loan,IN,B,N,L,Closed,Ports/Waterways!$!99!$!TP
P005140,Middle East and North Africa,Arab Republic of Egypt;Arab Republic of Egypt,PE,Specific Investment Loan,IN,C,N,L,Closed,Tertiary Education!$!95!$!ET
P005458,Middle East and North Africa,Kingdom of Morocco;Kingdom of Morocco,PE,Financial Intermediary Loan,IN,C,N,L,Closed,Banking Institutions!$!10!$!FA
P007309,Latin America and Caribbean,Republic of Haiti;Republic of Haiti,PE,Financial Intermediary Loan,IN,D,N,L,Closed,Other Industry; Trade and Services!$!88!$!YZ
P006403,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Specific Investment Loan,IN,C,N,L,Closed,Health!$!90!$!HG
P003963,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Specific Investment Loan,IN,C,N,L,Closed,Other Public Administration!$!9!$!BZ
P003917,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!16!$!BC
P001642,Africa,Republic of Malawi;Republic of Malawi,PE,Specific Investment Loan,IN,C,N,L,Closed,Roads and highways!$!64!$!TA
P001915,Africa,Republic of Mauritius;Republic of Mauritius,PE,Specific Investment Loan,IN,C,N,L,Closed,Roads and highways!$!93!$!TA
P008133,Latin America and Caribbean,Oriental Republic of Uruguay;Oriental Republic of Uruguay,PE,Specific Investment Loan,IN,C,N,L,Closed,Other Agriculture; Fishing and Forestry!$!91!$!AZ
P000279,Africa,Burkina Faso;Burkina Faso,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Sub-National Government!$!85!$!BH
P001053,Africa,Republic of Guinea;Republic of Guinea,PE,Sector Investment and Maintenance Loan,IN,A,N,L,Closed,Central Government (Central Agencies)!$!11!$!BC
P001156,Africa,Republic of Cote d'Ivoire;Republic of Cote d'Ivoire,PE,Sector Investment and Maintenance Loan,IN,B,N,L,Closed,Central Government (Central Agencies)!$!8!$!BC
P001175,Africa,Republic of Cote d'Ivoire;Republic of Cote d'Ivoire,PE,Sector Adjustment Loan,AD,C,N,L,Closed,Agro-industry!$!29!$!YB
P006467,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Specific Investment Loan,IN,C,N,L,Closed,Agricultural Extension; Research; and Other Support Activities!$!100!$!AB
P006501,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Specific Investment Loan,IN,C,N,L,Closed,Banking Institutions!$!5!$!FA
P001762,Africa,Republic of Mozambique;Republic of Mozambique,PE,Technical Assistance Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!15!$!BC
P002098,Africa,Federal Republic of Nigeria;Federal Republic of Nigeria,PE,Specific Investment Loan,IN,C,N,L,Closed,Crops!$!7!$!AH
P002125,Africa,Federal Republic of Nigeria;Federal Republic of Nigeria,PE,Specific Investment Loan,IN,C,N,L,Closed,Health!$!96!$!HG
P000950,Africa,Republic of Ghana;Republic of Ghana,PE,Structural Adjustment Loan,AD,U,Y,L,Closed,Other Industry; Trade and Services!$!55!$!YZ
P001569,Africa,Republic of Madagascar;Republic of Madagascar,PE,Sector Adjustment Loan,AD,C,N,L,Closed,Central Government (Central Agencies)!$!46!$!BC
P001673,Africa,Republic of Malawi;Republic of Malawi,PE,Sector Adjustment Loan,AD,C,Y,L,Closed,Central Government (Central Agencies)!$!36!$!BC
P002885,Africa,Republic of Togo;Republic of Togo,PE,Structural Adjustment Loan,AD,U,Y,L,Closed,Other Industry; Trade and Services!$!57!$!YZ
P002973,Africa,Republic of Uganda;Republic of Uganda,PE,Structural Adjustment Loan,AD,U,Y,L,Closed,Other Industry; Trade and Services!$!29!$!YZ
P006187,Latin America and Caribbean,Plurinational State of Bolivia;Plurinational State of Bolivia,PE,Sector Adjustment Loan,AD,C,Y,L,Closed,Banking Institutions!$!50!$!FA
P009551,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Sector Adjustment Loan,AD,C,Y,L,Closed,Power!$!36!$!LD
P004574,East Asia and Pacific,Republic of the Philippines;Republic of the Philippines,PE,Specific Investment Loan,IN,B,N,L,Closed,Water Supply!$!100!$!WC
P004578,East Asia and Pacific,Republic of the Philippines;Republic of the Philippines,PE,Financial Intermediary Loan,IN,C,N,L,Closed,Other Industry; Trade and Services!$!95!$!YZ
P001770,Africa,Republic of Mozambique;Republic of Mozambique,PE,Specific Investment Loan,IN,C,N,L,Closed,Other Transportation!$!83!$!TZ
P005434,Middle East and North Africa,Kingdom of Morocco;Kingdom of Morocco,PE,Financial Intermediary Loan,IN,C,N,L,Closed,Housing finance!$!96!$!FC
P006643,Latin America and Caribbean,Republic of Chile;Republic of Chile,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Roads and highways!$!100!$!TA
P001325,Africa,Republic of Kenya;Republic of Kenya,PE,Specific Investment Loan,IN,C,N,L,Closed,Agro-industry!$!69!$!YB
P002466,Africa,Somali Democratic Republic;Somali Democratic Republic,PE,Specific Investment Loan,IN,C,N,L,Closed,Other Agriculture; Fishing and Forestry!$!98!$!AZ
P009895,South Asia,Republic of India;Republic of India,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Micro- and SME finance!$!28!$!FE
P004953,Middle East and North Africa,People's Democratic Republic of Algeria;People's Democratic Republic of Algeria,PE,Structural Adjustment Loan,AD,0,N,L,Closed,Other Industry; Trade and Services!$!33!$!YZ
P000908,Africa,Republic of Ghana;Republic of Ghana,PE,Specific Investment Loan,IN,C,N,L,Closed,Power!$!100!$!LD
P002146,Africa,Federal Republic of Nigeria;Federal Republic of Nigeria,PE,Specific Investment Loan,IN,C,N,L,Closed,Power!$!100!$!LD
P007640,Latin America and Caribbean,United Mexican States;United Mexican States,PE,Specific Investment Loan,IN,C,N,L,Closed,Forestry!$!44!$!AT
P000784,Africa,Gabonese Republic;Gabonese Republic,PE,Technical Assistance Loan,IN,0,N,L,Closed,Central Government (Central Agencies)!$!100!$!BC
P006860,Latin America and Caribbean,Republic of Colombia;Republic of Colombia,PE,Specific Investment Loan,IN,C,N,L,Closed,Irrigation and Drainage!$!86!$!AI
P001340,Africa,Republic of Kenya;Republic of Kenya,PE,Specific Investment Loan,IN,C,N,L,Closed,Water Supply!$!87!$!WC
P003946,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Specific Investment Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!16!$!BC
P000403,Africa,Republic of Cameroon;Republic of Cameroon,PE,Technical Assistance Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!100!$!BC
P001350,Africa,Republic of Kenya;Republic of Kenya,PE,Technical Assistance Loan,IN,C,N,L,Closed,Banking Institutions!$!100!$!FA
P001395,Africa,Kingdom of Lesotho;Kingdom of Lesotho,PE,Specific Investment Loan,IN,C,N,L,Closed,Health!$!100!$!HG
P005710,Middle East and North Africa,Republic of Tunisia;Republic of Tunisia,PE,Sector Adjustment Loan,AD,0,N,L,Closed,Other Industry; Trade and Services!$!80!$!YZ
P007443,Latin America and Caribbean,Jamaica;Jamaica,PE,Specific Investment Loan,IN,C,N,L,Closed,Health!$!58!$!JA
P000612,Middle East and North Africa,Republic of Djibouti;Republic of Djibouti,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Thermal!$!100!$!PT
P001726,Africa,Republic of Mali;Republic of Mali,PE,Sector Adjustment Loan,AD,C,N,L,Closed,Central Government (Central Agencies)!$!3!$!BC
P002142,Africa,Federal Republic of Nigeria;Federal Republic of Nigeria,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Other industry!$!100!$!IY
P002874,Africa,Republic of Togo;Republic of Togo,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Telecommunications and informatics!$!100!$!CC
P004917,Middle East and North Africa,People's Democratic Republic of Algeria;People's Democratic Republic of Algeria,PE,Specific Investment Loan,IN,C,N,L,Closed,Ports/Waterways!$!100!$!TP
P005295,Middle East and North Africa,Hashemite Kingdom of Jordan;Hashemite Kingdom of Jordan,PE,Specific Investment Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!20!$!BC
P009910,South Asia,Republic of India;Republic of India,PE,Specific Investment Loan,IN,C,N,L,Closed,Health!$!100!$!JA
P010336,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Sector Adjustment Loan,AD,C,N,L,Closed,(Historic)Refining; storage and distribution!$!100!$!GS
P005097,Middle East and North Africa,Arab Republic of Egypt;Arab Republic of Egypt,PE,Specific Investment Loan,IN,C,N,L,Closed,Power!$!100!$!LD
P006407,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Specific Investment Loan,IN,C,N,L,Closed,Water Supply!$!81!$!WC
P001310,Africa,Republic of Kenya;Republic of Kenya,PE,Sector Adjustment Loan,AD,0,N,L,Closed,(Historic)Financial adjustment!$!100!$!FF
P002779,Africa,United Republic of Tanzania;United Republic of Tanzania,PE,Specific Investment Loan,IN,C,N,L,Closed,General finance sector!$!12!$!FZ
P003120,Africa,Democratic Republic of the Congo;Democratic Republic of the Congo,PE,Technical Assistance Loan,IN,C,N,L,Closed,(Historic)Public sector management adjustment!$!100!$!BB
P007292,Latin America and Caribbean,Republic of Haiti;Republic of Haiti,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Water Supply!$!99!$!WC
P007300,Latin America and Caribbean,Republic of Haiti;Republic of Haiti,PE,Specific Investment Loan,IN,C,N,L,Closed,Power!$!100!$!LD
P009541,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Other transportation!$!100!$!TY
P010334,South Asia,Nepal;Nepal,PE,Structural Adjustment Loan,AD,0,N,L,Closed,(Historic)Economic management!$!100!$!ME
P010335,South Asia,Nepal;Nepal,PE,Emergency Recovery Loan,IN,C,N,L,Closed,Primary Education!$!96!$!EP
P003875,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Specific Investment Loan,IN,C,N,L,Closed,Power!$!99!$!LD
P003920,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Specific Investment Loan,IN,C,N,L,Closed,Power!$!96!$!LD
P004518,East Asia and Pacific,Republic of the Philippines;Republic of the Philippines,PE,Specific Investment Loan,IN,C,N,L,Closed,Health!$!100!$!JA
P005879,Middle East and North Africa,Republic of Yemen;Republic of Yemen,PE,Specific Investment Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!12!$!BC
P006435,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Specific Investment Loan,IN,C,N,L,Closed,Sub-National Government!$!10!$!BH
P007670,Latin America and Caribbean,United Mexican States;United Mexican States,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Urban water supply!$!100!$!WU
P010333,South Asia,Nepal;Nepal,PE,Specific Investment Loan,IN,C,N,L,Closed,Tertiary Education!$!100!$!ET
P001546,Africa,Republic of Madagascar;Republic of Madagascar,PE,Specific Investment Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!100!$!BC
P002232,Africa,Republic of Rwanda;Republic of Rwanda,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Urban management!$!100!$!UM
P008202,Latin America and Caribbean,Republica Bolivariana de Venezuela;Republica Bolivariana de Venezuela,PE,Structural Adjustment Loan,AD,C,N,L,Closed,(Historic)Economic management!$!100!$!ME
P008203,Latin America and Caribbean,Republica Bolivariana de Venezuela;Republica Bolivariana de Venezuela,PE,Sector Adjustment Loan,AD,0,N,L,Closed,(Historic)Industrial adjustment!$!100!$!II
P008967,Europe and Central Asia,Republic of Turkey;Republic of Turkey,PE,Financial Intermediary Loan,IN,C,N,L,Closed,(Historic)Agricultural credit!$!100!$!AC
P009941,South Asia,Republic of India;Republic of India,PE,Specific Investment Loan,IN,C,N,L,Closed,Power!$!94!$!LD
P009956,South Asia,Republic of India;Republic of India,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Vocational training!$!4!$!EV
P010332,South Asia,Democratic Socialist Republic of Sri Lan;Democratic Socialist Republic of Sri Lan,PE,Specific Investment Loan,IN,C,N,L,Closed,Forestry!$!63!$!AT
P000396,Africa,Republic of Cameroon;Republic of Cameroon,PE,Structural Adjustment Loan,AD,0,N,L,Closed,(Historic)Economic management!$!100!$!ME
P000887,Africa,Republic of Ghana;Republic of Ghana,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,(Historic)Agricultural credit!$!100!$!AC
P000901,Africa,Republic of Ghana;Republic of Ghana,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Water Supply!$!65!$!WC
P002540,Africa,Democratic Republic of Sao Tome and Prin;Democratic Republic of Sao Tome and Prin,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Water Supply!$!20!$!WC
P004199,East Asia and Pacific,Lao People's Democratic Republic;Lao People's Democratic Republic,PE,Structural Adjustment Loan,AD,0,N,L,Closed,(Historic)Economic management!$!100!$!ME
P005469,Middle East and North Africa,Kingdom of Morocco;Kingdom of Morocco,PE,Financial Intermediary Loan,IN,C,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P001656,Africa,Republic of Malawi;Republic of Malawi,PE,Technical Assistance Loan,IN,C,N,L,Closed,Adult; Basic and Continuing Education!$!79!$!EL
P002124,Africa,Federal Republic of Nigeria;Federal Republic of Nigeria,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Water Supply!$!6!$!WC
P007691,Latin America and Caribbean,United Mexican States;United Mexican States,PE,Sector Adjustment Loan,AD,C,N,L,Closed,(Historic)Financial adjustment!$!100!$!FF
P007692,Latin America and Caribbean,United Mexican States;United Mexican States,PE,Sector Adjustment Loan,AD,0,N,L,Closed,(Historic)Industrial restructuring!$!100!$!IR
P007693,Latin America and Caribbean,United Mexican States;United Mexican States,PE,Sector Adjustment Loan,AD,C,N,L,Closed,(Historic)Business environment!$!100!$!DB
P000817,Africa,Republic of The Gambia;Republic of The Gambia,PE,Structural Adjustment Loan,AD,0,N,L,Closed,(Historic)Economic management!$!100!$!ME
P001793,Africa,Republic of Mozambique;Republic of Mozambique,PE,Specific Investment Loan,IN,C,N,L,Closed,Power!$!74!$!LD
P004563,East Asia and Pacific,Republic of the Philippines;Republic of the Philippines,PE,Specific Investment Loan,IN,C,N,L,Closed,Power!$!96!$!LD
P004861,East Asia and Pacific,Samoa;Samoa,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Telecommunications and informatics!$!100!$!CC
P007609,Latin America and Caribbean,United Mexican States;United Mexican States,PE,Specific Investment Loan,IN,C,N,L,Closed,Power!$!99!$!LD
P008145,Latin America and Caribbean,Oriental Republic of Uruguay;Oriental Republic of Uruguay,PE,Structural Adjustment Loan,AD,C,N,L,Closed,(Historic)Economic management!$!100!$!ME
P008157,Latin America and Caribbean,Oriental Republic of Uruguay;Oriental Republic of Uruguay,PE,Technical Assistance Loan,IN,C,N,L,Closed,Compulsory pension and unemployment insurance!$!18!$!BE
P000098,Africa,Republic of Benin;Republic of Benin,PE,Specific Investment Loan,IN,C,N,L,Closed,Health!$!100!$!JA
P003974,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Structural Adjustment Loan,AD,0,N,L,Closed,(Historic)Economic management!$!100!$!ME
P002491,Africa,Somali Democratic Republic;Somali Democratic Republic,PE,Sector Adjustment Loan,AD,0,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P003294,Africa,Republic of Zimbabwe;Republic of Zimbabwe,PE,Specific Investment Loan,IN,C,N,L,Closed,Other Water Supply; Sanitation and Waste Management!$!85!$!WZ
P005692,Middle East and North Africa,Republic of Tunisia;Republic of Tunisia,PE,Sector Adjustment Loan,AD,C,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P002219,Africa,Republic of Rwanda;Republic of Rwanda,PE,Specific Investment Loan,IN,C,N,L,Closed,Agricultural Extension; Research; and Other Support Activities!$!50!$!AB
P003064,Africa,Democratic Republic of the Congo;Democratic Republic of the Congo,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Transportation adjustment!$!100!$!TT
P003510,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Financial Intermediary Loan,IN,C,N,L,Closed,(Historic)Other finance!$!100!$!FY
P004929,Middle East and North Africa,People's Democratic Republic of Algeria;People's Democratic Republic of Algeria,PE,Specific Investment Loan,IN,C,N,L,Closed,Irrigation and Drainage!$!90!$!AI
P009056,Europe and Central Asia,Republic of Turkey;Republic of Turkey,PE,Financial Intermediary Loan,IN,C,N,L,Closed,Agro-industry!$!98!$!YB
P010330,South Asia,Nepal;Nepal,PE,Specific Investment Loan,IN,C,N,L,Closed,Forestry!$!65!$!AT
P010331,South Asia,Nepal;Nepal,PE,Specific Investment Loan,IN,C,N,L,Closed,Roads and highways!$!100!$!TA
P000193,Africa,Republic of Burundi;Republic of Burundi,PE,Sector Adjustment Loan,AD,C,N,L,Closed,Central Government (Central Agencies)!$!32!$!BC
P003523,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,C,N,L,Closed,Roads and highways!$!100!$!TA
P003688,East Asia and Pacific,Republic of Fiji;Republic of Fiji,PE,Specific Investment Loan,IN,C,N,L,Closed,Media!$!30!$!CB
P005138,Middle East and North Africa,Arab Republic of Egypt;Arab Republic of Egypt,PE,Specific Investment Loan,IN,C,N,L,Closed,Agricultural markets; commercialization and agri-business!$!97!$!YA
P006439,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Specific Investment Loan,IN,C,N,L,Closed,Health!$!100!$!JA
P000101,Africa,Republic of Benin;Republic of Benin,PE,Structural Adjustment Loan,AD,0,N,L,Closed,(Historic)Economic management!$!100!$!ME
P003575,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,C,N,L,Closed,Renewable Energy Biomass!$!100!$!LB
P009057,Europe and Central Asia,Republic of Turkey;Republic of Turkey,PE,Financial Intermediary Loan,IN,C,N,L,Closed,Micro- and SME finance!$!98!$!FE
P009225,Europe and Central Asia,Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Railways!$!100!$!TW
P009275,Europe and Central Asia,Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Urban water supply!$!100!$!WU
P039002,Europe and Central Asia,Republic of Croatia;Republic of Croatia,PE,Specific Investment Loan,IN,C,N,L,Closed,Water Supply!$!100!$!WC
P039003,Europe and Central Asia,Republic of Slovenia;Republic of Slovenia,PE,Specific Investment Loan,IN,C,N,L,Closed,Water Supply!$!81!$!WC
P000993,Africa,Republic of Guinea-Bissau;Republic of Guinea-Bissau,PE,Structural Adjustment Loan,AD,C,N,L,Closed,(Historic)Economic management!$!100!$!ME
P001007,Africa,Republic of Guinea-Bissau;Republic of Guinea-Bissau,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,(Historic)Other finance!$!100!$!FY
P001773,Africa,Republic of Mozambique;Republic of Mozambique,PE,Structural Adjustment Loan,AD,0,N,L,Closed,(Historic)Economic management!$!100!$!ME
P002880,Africa,Republic of Togo;Republic of Togo,PE,Technical Assistance Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!100!$!BC
P003305,Africa,Republic of Zimbabwe;Republic of Zimbabwe,PE,Specific Investment Loan,IN,C,N,L,Closed,Crops!$!70!$!AH
P005691,Middle East and North Africa,Republic of Tunisia;Republic of Tunisia,PE,Financial Intermediary Loan,IN,C,N,L,Closed,Housing finance!$!94!$!FC
P009996,South Asia,Republic of India;Republic of India,PE,Specific Investment Loan,IN,C,N,L,Closed,Agricultural Extension; Research; and Other Support Activities!$!50!$!AB
P003552,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P004154,East Asia and Pacific,Republic of Korea;Republic of Korea,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Highways!$!100!$!TH
P007468,Latin America and Caribbean,Jamaica;Jamaica,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Mining and other extractive!$!100!$!NN
P009506,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Specific Investment Loan,IN,C,N,L,Closed,Power!$!98!$!LD
P003543,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,C,N,L,Closed,Railways!$!100!$!TW
P005811,Middle East and North Africa,Republic of Yemen;Republic of Yemen,PE,Specific Investment Loan,IN,C,N,L,Closed,Tertiary Education!$!63!$!ET
P009991,South Asia,Republic of India;Republic of India,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Banking Institutions!$!7!$!FA
P005715,Middle East and North Africa,Republic of Tunisia;Republic of Tunisia,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Primary Education!$!41!$!EP
